secid,exdate,0
108871,20180720,18.944339795879852
108871,20181019,17.703067539042078
108893,20180216,110.43299224261933
108893,20180427,100.04251119193869
108893,20180713,109.13653899437706
108893,20181005,111.5656394481265
108912,20180316,
108916,20180302,88.40568076857728
108916,20180511,76.61061225231322
108916,20180810,77.32214291331698
108916,20181109,71.28115255559912
108948,20180202,38.36155902935944
108948,20180504,36.12133631938677
108948,20180803,37.28030524224267
108948,20181102,41.18758771919812
108949,20180316,6.741595671195028
108965,20180202,70.73505651399442
108965,20180427,57.05674982634142
108965,20180727,56.54028020905937
108965,20181026,61.862665652722974
108995,20180216,6.571491118338754
109006,20180420,2.9091339327969727
109006,20181221,1.8730158730158801
109021,20180119,51.22767582675825
109021,20180420,61.79127114143939
109021,20180720,58.05775983073695
109021,20181019,54.050141096000694
109042,20180216,
109072,20180309,1.6727856590084627
109072,20180511,0.6985582367802077
109072,20180810,3.602509060146826
109072,20181109,
109182,20180302,1898.1950991570613
109224,20180126,91.02771925777384
109224,20180420,76.54902337160004
109224,20180803,80.0160197549079
109224,20181019,77.75308027146629
109297,20180202,34.0837745681857
109297,20180427,27.657428007207134
109297,20180727,30.897342828194176
109297,20181026,21.56762711151304
109348,20180202,67.33589633583661
109348,20180427,51.13296548105424
109348,20180727,57.51189347511977
109348,20181109,63.91391674298645
109371,20180420,97.3234037624779
109404,20180817,
109409,20180316,
109409,20180615,
109409,20181221,6.135496183206107
109497,20180727,200.03460871502196
109497,20181026,190.59451527910934
109538,20180209,341.6875187372041
109538,20180504,313.53989978942326
109538,20180803,367.23410811044744
109538,20181109,354.06763133536055
109588,20180518,
109588,20180817,
109615,20180316,20.002683538995807
109652,20180105,1.9947034978933547
109652,20180413,0.5060020680971005
109652,20180629,1.5653971435730396
109652,20180928,0.6436720413751137
109652,20181221,
109680,20180316,6.561744174614097
109680,20180817,3.888072955802993
109772,20180420,42.723126130322534
109772,20180720,40.89958332418865
109772,20181019,33.868902915896825
109791,20180216,127.36764015251538
109791,20180420,145.63930774722053
109791,20180720,154.70866055188543
109791,20181019,148.87588052154197
109798,20180720,62.91015509913602
109900,20181221,96.8206135801128
109903,20180119,36.78421399406253
109903,20180420,36.058866401423955
109903,20180720,40.9454996965562
109903,20181019,34.38399940186725
109995,20180420,
110050,20180316,36.55871615773155
110117,20180427,392.0307471361251
110117,20180727,425.6806472637914
110117,20181026,404.3846330107163
110119,20181221,
110121,20181116,37.06112039287548
110154,20180615,3.0907534246575334
110215,20180209,39.969760063466666
110215,20180420,40.54572072465177
110215,20180720,28.931928122564884
110215,20181019,22.765908090279723
110262,20180420,144.55285310657877
110262,20180720,160.948406399821
110262,20181019,168.51700421024853
110295,20181019,40.655532984290275
110337,20180504,45.903856466964385
110337,20180810,48.44271450806299
110337,20181109,44.174931678741686
110357,20180126,63.044933048543356
110357,20180427,52.910775338306514
110357,20180727,51.361723891702056
110357,20181026,58.24578016705619
110366,20180302,2.4618755807484094
110366,20180427,4.088348539811266
110366,20180803,4.687337878407152
110366,20181026,5.335733122832573
110445,20180223,185.42808256009113
110445,20180504,223.50160145865902
110445,20180803,271.56732989520594
110445,20181102,192.94103730875244
110460,20180420,147.66887455920428
110460,20180720,134.36719629220593
110460,20181026,113.99205842493143
110472,20180126,59.78603695825149
110472,20180427,57.311459050352134
110472,20180727,50.35690442021696
110472,20181102,57.83102319571994
110497,20180420,41.98496754369228
110497,20181019,40.42039776507718
110499,20180921,13.627589010514516
110499,20181221,12.87812403705227
110502,20180316,
110539,20180316,29.707705026494644
110548,20180302,21.061831841989996
110548,20180504,19.9369225792263
110548,20180803,18.886456603619997
110548,20181102,19.578732627483724
110634,20180119,66.84540681127086
110634,20180420,65.29467997059625
110634,20180720,66.59044515360071
110634,20181019,61.88322973326801
110642,20180316,14.282562316636982
110649,20181019,32.62028627803008
110684,20180202,27.12911943019713
110684,20180511,27.1199845230012
110684,20180803,20.334682280455823
110684,20181102,16.146091127489463
110716,20180209,61.65110464362814
110716,20180511,61.78465675573443
110716,20180817,69.0341059313952
110716,20181109,70.42809807466945
110786,20180209,121.50101818591229
110786,20180518,114.69811529870329
110786,20180803,121.91074861955238
110786,20181109,127.25310999105103
110810,20180309,74.02544398120803
110810,20180525,76.05048053162463
110810,20180824,81.4981173941167
110810,20181123,78.55292093528163
110856,20180316,18.413043478260867
110972,20180126,116.79643219452366
110972,20180427,99.15811881644578
110972,20180727,114.87404382569063
110972,20181026,97.8635634297981
110979,20180420,53.72934228804056
110979,20180720,67.43616254720615
110979,20181019,63.36257647924426
111045,20180316,98.78875512106205
111045,20180525,99.20855861019221
111045,20180831,129.9530133464946
111045,20181130,99.22760057033662
111086,20180420,82.87057339817399
111122,20180202,77.74566512683212
111122,20180427,59.75605849556816
111122,20180727,77.7087602973135
111122,20181026,87.60302895066579
111206,20180209,82.5083146439979
111206,20180504,86.88431121888331
111206,20180803,78.64455577412565
111206,20181102,87.58880101683995
111222,20180223,34.47647679357928
111222,20180427,31.25740017086873
111222,20180727,36.55614401943454
111222,20181026,34.80924127451954
111292,20181116,58.03042136712498
111304,20180216,
111337,20180202,39.95896717656279
111337,20180427,35.38734944361228
111337,20180803,36.67030459846392
111337,20181102,26.28324485136442
111359,20180119,10.758305998121253
111365,20180420,21.939169625031575
111365,20180720,20.33098074226145
111365,20181019,18.86895152904834
111378,20181019,158.3981303347945
111387,20180720,34.47006586893412
111387,20181019,30.834200950576562
111394,20180126,140.278109788581
111394,20180427,135.8583604606216
111394,20180720,139.01663655910366
111394,20181026,144.9743884024488
111419,20180216,38.87767391625773
111430,20180921,31.903044520519
111434,20180202,132.64229072771883
111434,20180427,107.45332704010703
111434,20180727,111.80523276658032
111434,20181026,116.14458128747654
111459,20180126,135.3566496936644
111459,20180427,122.34883501448385
111459,20180727,129.85640682589022
111459,20181026,128.05659002346357
111487,20180420,32.36650472302144
111487,20180720,36.83760335653009
111487,20181019,30.987686250308617
111512,20180309,35.58283927030563
111512,20180525,41.92288852532889
111512,20180824,45.53705806826223
111512,20181123,37.52345825370526
111537,20180216,78.82802537291191
111537,20180504,78.80540320665067
111537,20180720,83.52088299193633
111537,20181019,88.3445034288643
111560,20180202,96.27638841927947
111560,20180427,107.3292123461066
111560,20180727,104.89944617090865
111560,20181026,97.61178128777708
111642,20180216,15.775963633491749
111705,20180316,1.2251525290297174
111794,20180316,1.5839243498817996
111814,20180216,65.35212010100155
111822,20180216,122.88945183415954
111824,20181019,144.1978213354206
111860,20180223,100.5406635617918
111860,20180518,83.23807427532587
111860,20180817,88.57266755351554
111860,20181116,99.7552494587127
111888,20180420,50.77613621966523
111958,20180420,33.83319552533173
111958,20181019,29.74947398431958
111959,20180420,41.636589949726236
111969,20180216,88.92487943817397
111987,20180126,83.24781128249623
111987,20180427,89.71984389147936
111987,20180727,77.55099356232472
111987,20181026,56.955550188659046
112011,20180202,37.939294832234765
112011,20180427,36.00411327498216
112011,20180727,34.49313132766091
112011,20181026,28.017572102770046
112015,20180126,166.14716318345455
112015,20180427,143.97374561892195
112015,20180727,145.92071049342036
112015,20181026,102.63050968747157
112042,20180216,28.50219842895153
112042,20180504,25.262995230472598
112042,20180803,28.918991340450322
112042,20181102,23.929309262915282
112069,20181019,23.97323133653456
112069,20181221,18.833717763289037
112076,20180420,88.3677994195786
112076,20180720,81.54953975563384
112076,20181019,79.72824660878958
112161,20180126,73.38840675260806
112161,20180427,64.64186738491208
112161,20180727,67.71911507129913
112161,20181026,72.78442252032369
112180,20180302,77.11711412123465
112306,20180309,23.553106741528417
112306,20180601,22.080004470872304
112306,20180907,20.624190894739833
112306,20181207,14.81586419514738
112333,20180223,8.795517322678519
112333,20180504,11.953597038501199
112333,20180803,12.665369588505623
112333,20181102,10.50803705737221
112507,20180202,191.39518701174956
112507,20180504,179.69624492998722
112507,20180803,188.5681988846725
112507,20181102,194.30931173526164
112518,20180720,16.0849159642226
112551,20180216,102.22090086586664
112611,20180518,21.0636201145233
112894,20180216,11.318329196179839
113443,20180518,
113443,20181116,
113784,20180209,41.08578301417172
113784,20180511,44.45609101635426
113784,20180810,49.48117310049347
113784,20181109,38.55487526171667
113993,20180601,11.944248532947796
113993,20180907,12.050894370631699
113993,20181130,12.533474886539674
114254,20181221,79.19534537992837
114685,20180202,277.3200884864766
114685,20180427,247.30310133317016
114685,20180727,373.1364094579496
114685,20181026,316.92325197866995
114695,20180223,50.69620469332649
114695,20180427,47.32931001395797
114695,20180803,60.57320435111963
114695,20181102,65.73391829663368
114729,20180216,24.361511835550168
115422,20180126,218.44584028940946
115422,20180420,309.166199217699
115422,20180720,394.6481898848412
115422,20181019,345.01937543644624
115424,20180216,79.88176647739795
115426,20180316,60.6029489970014
115426,20180511,36.99573171786374
115426,20180810,36.67621277419124
115426,20181109,21.491771357881678
115429,20180216,116.22843524372851
115984,20180316,6.444218301400741
116061,20180316,1.5936389374134068
116327,20180216,98.48912622415581
116377,20180420,88.17928968027095
116377,20180720,89.25354711407998
116377,20181019,76.98808967934137
116402,20180316,30.893603141868226
116402,20180601,29.965532723753448
116402,20180831,36.43988045769536
116402,20181130,34.455894136550064
116416,20180126,179.06995552147464
116416,20180427,191.567915811684
116416,20180803,158.61644517785138
116416,20181109,110.16383257175563
116532,20180202,151.48253247021213
116532,20180427,162.6958958230713
116532,20180727,170.6784638701903
116532,20181026,182.73733936657723
116779,20180216,94.21023244158808
119431,20180223,22.75059515438127
119431,20180504,39.05442703381984
119431,20180803,47.247647901745054
119431,20181102,36.80941276673478
120159,20180316,20.34999999999999
120159,20180518,16.354878436357858
120159,20180817,17.227011494252874
121075,20180119,146.0723127708715
121075,20180420,137.44076413815145
121075,20180720,118.94636210487423
121075,20181019,104.42975127950348
121220,20180216,42.73952368581926
121408,20180216,6.611725224439648
121534,20180302,31.509619236948993
121534,20180504,16.67177694245253
121534,20180810,15.974793944794483
121534,20181109,22.790027673257406
121677,20180316,
121677,20180817,
121762,20180302,2.482670223647024
121762,20180511,0.7577931002170822
121762,20180803,0.7033332343949421
121762,20181102,1.5332019476002785
121782,20180316,10.903454384410988
121795,20180420,36.202638748080474
121795,20180720,39.58607437902667
121795,20181019,33.11514094782042
122383,20180216,80.99076575316506
123717,20180316,18.666942042445886
124062,20180316,18.30061364581889
124209,20180209,126.98450555886745
124209,20180427,108.07908702757616
124209,20180727,125.16093962570952
124209,20181026,120.1511884402437
124375,20180316,
125097,20180216,21.984343160464675
125136,20180209,85.06156835486449
125136,20180427,63.31566948528523
125136,20180727,73.60393844830506
125136,20181026,89.98430609600841
125179,20180216,7.421121964068647
125179,20180511,7.610623456863818
125179,20180803,6.126591247551733
125179,20181102,5.997286679617249
125237,20180209,32.2736653578061
125237,20180427,32.316754010583075
125237,20180810,28.950428480371123
125237,20181116,31.51515275826636
125245,20181116,32.5
125504,20180209,308.7949770145877
125504,20180427,329.7173647918354
125504,20180727,448.7099246794699
125504,20181026,434.8296039725817
125537,20180126,72.92345446920952
125537,20180420,65.45907637108863
125537,20180720,70.37130016163447
125537,20181019,78.87818425955449
126692,20180216,16.016479470560967
126695,20181019,
127332,20180420,62.508275577179056
127332,20180720,69.90910870433031
127332,20181019,64.86865217244195
127474,20180316,8.597202520042343
127474,20180817,3.688159935021777
127556,20180720,
127556,20181019,
128126,20180316,
128140,20180316,12.325918511080644
128220,20180223,65.71103358199719
128220,20180427,72.3429341405932
128220,20180727,50.88123746114176
128220,20181026,47.157883013674144
128547,20180216,8.378552971576225
128575,20180216,224.2335824795321
128929,20180316,5.328917313841932
129410,20180112,55.29546565243245
129410,20180413,51.20515796761961
129410,20180713,48.33762227507126
129410,20181012,52.154028037242945
129490,20180119,60.3275284158332
129490,20180420,71.97130178484593
129490,20180720,58.84452444719477
129490,20181019,49.45833510340944
129596,20180316,1.0405539070227474
129629,20180302,15.78708944858722
129629,20180511,14.511298590827842
129629,20180810,15.391454670605626
129629,20181109,10.664175924344967
129645,20180302,143.70522793497418
129685,20180420,3.720626366832457
129685,20180720,4.275559678751845
129685,20181019,4.454007626085932
129797,20181116,
133530,20180420,18.020956719817768
133530,20180720,15.83886403837098
133530,20181019,15.135338345864671
133906,20180216,21.58008710005869
133928,20180601,101.2053501983384
133928,20180831,135.0545185765446
133928,20181207,129.70049247033836
133977,20180518,45.95037688014078
133986,20180817,
133986,20181116,
134020,20180302,124.7781517846928
134020,20180601,135.89243026629427
134020,20180824,146.3808874327337
134020,20181130,145.94971551522045
134623,20180316,
134684,20180420,10.100162635206647
134684,20181019,8.615326111152335
134685,20180316,203.61668230115362
134685,20180601,250.60193813533087
134685,20180831,241.55669343421263
134685,20181207,296.87066374750987
134789,20180302,25.632421670500516
134789,20180504,24.344060395855365
134789,20180803,23.471074255629972
134789,20181102,10.483709801786024
134801,20180216,
135069,20181116,
138642,20180817,
139167,20180420,65.99304190892396
139167,20181019,65.11334086768184
139188,20180216,120.29923847181256
139591,20180316,19.239780098967405
139661,20180216,11.135593011455013
140093,20180316,8.587635621344447
140431,20180817,20.219364089388804
140511,20180216,12.961737705682713
140530,20180216,45.861050001960315
140740,20180518,
141115,20180316,2.8938141010194824
141952,20180216,5.927887702620789
142942,20180518,
142942,20180817,
142942,20181116,
142943,20180316,6.770370591061883
142986,20180615,26.076162629201843
143439,20180209,342.3706408682709
143439,20180504,294.2739441596556
143439,20180803,299.5480292786709
143439,20181026,258.9975425700098
144311,20180316,6.30003335557038
144498,20180316,
144502,20180316,9.69650375629489
145798,20180316,7.465964688364176
146036,20180119,19.839948800375325
146036,20180420,15.205566127245179
146036,20180720,17.416124009004548
146036,20181019,17.366414801666004
146310,20180216,36.266139436395044
147200,20180216,
147351,20180420,
148154,20180223,4.833004401657212
148154,20180504,4.4411427576844655
148154,20180803,7.417380885700049
148154,20181109,9.195293873380127
148320,20180420,23.140360660627557
148320,20180720,27.788468905074776
148509,20181116,9.26590670223947
151116,20180216,4.734589466701529
151116,20180511,2.981941283327881
151116,20180803,4.476050578276043
151116,20181109,3.252738920273869
151422,20180316,24.574998190862843
151427,20180209,3.550105756697949
151427,20180504,2.912243914470351
151427,20180803,3.658541948625521
151427,20181102,3.476004517232125
151769,20180316,
151905,20180216,103.27401761599053
151939,20180316,
152125,20180209,43.758816285993134
152125,20180511,43.620987255214786
152125,20180810,37.47921394664509
152125,20181109,41.94517899227873
152305,20180216,39.77982470917122
152339,20180302,67.33909713159375
152339,20180511,64.23849229175178
152339,20180810,48.28918291250775
152339,20181102,42.67605817323691
154313,20180316,12.323616445003374
154521,20180316,
154655,20180302,61.81374929863739
154655,20180504,52.19589050330141
154655,20180803,35.31949554190687
154655,20181102,29.95413536051896
154899,20181116,15.678358375576199
154918,20180316,19.248304491588833
155214,20180216,58.14733157639488
155242,20181116,45.015506801612815
155269,20180216,54.18027789231899
155269,20180511,68.94416531944063
155269,20180803,87.49259340554465
155269,20181102,90.00176310623293
155274,20180216,103.65062778945475
155279,20180302,127.42865254763966
155279,20180601,130.4110085156707
155279,20180907,147.41249282871345
155279,20181130,133.43417409891194
160586,20180126,101.4773763579587
160586,20180427,92.54742514919373
160586,20180727,90.77014082801341
160586,20181102,80.48292136669879
161348,20180316,8.335274542429286
162232,20180810,20.857851167647006
162232,20181109,26.838826483813506
162288,20180216,44.50704803215528
166477,20180216,8.103083178045065
166586,20180316,17.88735370502451
166722,20180316,
166723,20180209,19.068775812472104
166723,20180511,15.673775674718774
166723,20180824,12.210048709151517
166723,20181109,10.720985338098371
166761,20180309,25.461969912972226
166761,20180511,30.336149611768022
166761,20180810,36.61199177383773
166761,20181109,39.26784958933652
166775,20180223,10.103899819693627
166775,20180504,4.381884930387264
166775,20180810,2.8850695914913853
166775,20181109,5.494415361189961
166832,20180316,
166832,20180720,10.15972372113102
188534,20180216,70.59068876958501
188622,20180518,
188622,20180817,
188622,20181116,
188656,20180817,12.880477506759458
188918,20180615,90.02619949632465
188925,20180316,24.250383771049286
188953,20180209,14.169193188634905
188953,20180504,17.16413310984882
188953,20180803,16.286729951794033
188953,20181102,16.418224613183916
189187,20180223,31.96645155053565
189187,20180511,32.71696465970305
189187,20180810,39.3495114595759
189187,20181109,19.51500981324598
189248,20180601,135.00727065804043
189248,20180831,165.1177674889357
189248,20181130,146.7518507004126
189575,20180216,6.321217414673475
189702,20180316,17.044158689193647
189728,20180216,16.923462871738735
189743,20180216,14.769759197637667
189901,20181116,35.01087445158511
194069,20180316,14.894313505424615
203196,20180518,13.824191252076243
203198,20180316,12.983984863024858
203272,20180216,
203407,20180216,50.27880960193139
203467,20180316,14.197864253273464
203563,20180316,12.302980287288118
203566,20180216,40.29473667705154
203876,20180202,1166.803165941809
203876,20180427,1068.6041134871778
203876,20180727,1186.900130639716
203876,20181026,1103.8526579051327
203895,20180216,16.66116104890859
203937,20180316,
203939,20180316,
203939,20181116,
203943,20180209,70.78922550658844
203943,20180504,97.51994695186337
203943,20180727,110.15529373686964
203943,20181026,110.96562487903759
203947,20180316,6.959527774473654
203995,20180518,6.076563623292596
203995,20181116,9.676410739987094
204001,20180817,8.025192844247497
204001,20181116,3.3280683664515665
204183,20180316,
204222,20180420,39.353608959698086
204222,20180720,41.017242853277736
204222,20181019,36.24279949154262
204308,20181116,
204404,20180518,
204404,20180817,
204404,20181116,
204466,20180316,2.7475159687721753
204526,20180615,18.974938923868354
204527,20180316,3.2428571428571407
204761,20180216,27.036934189127983
204765,20180420,
204765,20180518,
204765,20181116,2.1483995420819935
204785,20180316,
204791,20180316,
205036,20180119,39.03782641440208
205036,20180420,33.362460116914306
205036,20180727,32.10121596114892
205036,20181019,30.126914526036593
205211,20180817,60.02011141228605
205457,20180119,43.623340094423625
205457,20180420,42.786470586675684
205457,20180720,33.98452067765395
205457,20181019,34.96997708184056
205536,20180223,94.88059282530618
205536,20180504,66.46872494906876
205536,20180803,116.15586489668843
205536,20181102,106.49584527679488
205553,20180216,90.18846175668111
205690,20180316,5.839005417419086
205704,20180316,9.460139410953039
205742,20180316,5.534175334323923
205814,20180817,
205994,20180216,3.364395820781474
206002,20180316,6.967574827321565
206149,20180216,39.936514040450966
206149,20180504,44.62456735708542
206149,20180803,63.94446285041713
206149,20181102,53.43573098086472
206322,20180216,3.6125344895545917
206427,20180316,
206814,20180216,30.30152996566061
207037,20180316,
207182,20180216,21.103354756746366
207384,20180615,4.412816126724513
207586,20180316,8.214484053525148
207608,20180216,71.12002702668514
207610,20180518,
207610,20180817,
207764,20180316,
207768,20180209,43.918803152453165
207768,20180511,53.715918736282774
207768,20180810,57.28561362717141
207768,20181109,40.651508830163415
207854,20180316,7.454724308675251
208028,20180316,
208054,20180817,314.8830703615813
208292,20180518,
208292,20180817,
208292,20181116,
208477,20180316,27.889752058353203
208486,20181116,
208503,20180302,44.41338152821861
208503,20180504,46.85857763974243
208503,20180803,68.60135633358585
208503,20181109,76.48990861023714
208828,20180504,32.97602738680408
208828,20180810,29.64653159822346
208828,20181109,27.63436587828942
209319,20180316,4.583975346687218
209429,20180316,36.08281067993006
209507,20180316,11.595275273311703
209554,20180216,27.100466611986555
209670,20180316,
209698,20181116,4.843317166948589
209709,20180316,10.164523449319214
209826,20180316,
209826,20181116,
209942,20180216,9.713996604356122
210217,20180511,50.604262203231784
210217,20180810,87.48334722732477
210217,20181109,123.2051215181426
210354,20180119,55.821549677264734
210354,20180420,53.222204808306564
210354,20180720,47.008063385261956
210354,20181019,36.44253902923668
210381,20180216,52.22265665070145
210402,20180216,30.75221834294036
210406,20180216,11.333114610673666
210780,20181116,21.75148812657017
210823,20181116,
210825,20181221,
210944,20180316,6.602396514161222
211114,20180216,23.44402992058376
211153,20180518,7.66812865497076
211261,20180817,5.4502176278563645
211261,20181116,
211315,20180216,28.972965673752896
211359,20180316,8.305099594503522
211434,20180518,16.0805954825462
211434,20180817,17.63620631908005
211434,20181116,11.311540689255715
211697,20180518,18.002219209759758
211697,20180817,25.69377015775753
211697,20181116,31.568102530039887
211721,20180316,23.469721778807074
211721,20180518,35.89332561191045
211721,20180817,35.07752552418809
211721,20181116,24.279645539087863
211899,20180202,75.80101462235598
211899,20180504,64.15147199930364
211899,20180803,68.53951532539122
211899,20181102,52.53746764899137
212029,20180223,47.186951205133504
212029,20180511,31.029669618554166
212029,20180810,44.324670521992296
212029,20181109,57.984880306704135
212064,20180518,12.564388248531346
212064,20180817,11.344261450582902
212064,20181116,9.548963484204563
212125,20180817,8.357405971306711
212198,20180518,
212198,20180817,44.93857313659031
212198,20181116,42.505417463314544
212405,20180316,22.011937837497246
212405,20181005,43.46707931311803
212405,20181214,26.244051708750927
212406,20180316,20.208875971481554
212679,20181116,28.161572967435518
212798,20180810,29.137785060933563
212798,20181109,23.825468771317425
212946,20180817,20.14636258761779
212946,20181116,20.272261096236488
212968,20180817,20.726937689905185
212968,20181116,22.295341076222524
213004,20180817,
213004,20181116,
213114,20181116,101.8814793182519
213142,20181116,12.820376337156846
